company,name,year,selling_price,km_driven,fuel,transmission,owner
Chevrolet,Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Manual,First Owner
Hyundai,Hyundai Elite i20 Magna,2019,625000,12500,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Manual,First Owner
Renault,Renault KWID RXT,2015,210000,210000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai Santro Xing GL,2011,156000,110000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero Power Plus,2016,700000,103000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2010,194000,577414,Petrol,Manual,Second Owner
Maruti,Maruti Alto LX,2006,120000,100000,Petrol,Manual,Second Owner
Honda,Honda Amaze S AT,2015,415000,45000,Petrol,Automatic,First Owner
Honda,Honda Amaze S AT,2015,450000,45000,Petrol,Automatic,First Owner
Honda,Honda Brio S MT,2014,325000,40000,Petrol,Manual,Third Owner
Mahindra,Mahindra Bolero 2011-2019 Plus,2014,525000,200000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2017,265000,100000,Petrol,Manual,First Owner
Maruti,Maruti Omni 8 Seater,2008,100000,120000,Petrol,Manual,Second Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Tata,Tata Zest Quadrajet 1.3,2015,400000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna Optional,2013,345000,40000,Diesel,Manual,First Owner
Mahindra,Mahindra Thar CRDe,2018,850000,15000,Diesel,Manual,Second Owner
Maruti,Maruti Ignis 1.2 AMT,2018,620000,15000,Petrol,Automatic,First Owner
Maruti,Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Manual,Second Owner
Tata,Tata Indica Vista Quadrajet,2012,200000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,660000,80000,Diesel,Manual,First Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Manual,First Owner
Tata,Tata Indica V2 DLE,2009,90000,60000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Manual,Second Owner
Ford,Ford Figo Petrol EXI,2010,160000,90000,Petrol,Manual,Second Owner
Honda,Honda Civic 1.8 (E),2006,150000,80000,Petrol,Manual,Third Owner
Maruti,Maruti Zen Estilo LX,2010,200000,35000,Petrol,Manual,First Owner
Toyota,Toyota Corolla Altis Diesel,2011,365000,185000,Diesel,Manual,Second Owner
Fiat,Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Manual,Second Owner
Fiat,Fiat Avventura Power Up,2016,360000,100000,Diesel,Manual,First Owner
Honda,Honda City 2017-2020 GXi,2008,200000,110000,Petrol,Manual,Second Owner
Skoda,Skoda Laura Ambiente,2010,250000,100000,Diesel,Manual,Second Owner
Skoda,Skoda Laura Ambiente 1.9,2008,229999,110000,Diesel,Manual,Second Owner
Ford,Ford Fiesta 1.4 ZXi,2011,320000,130000,Diesel,Manual,Second Owner
Hyundai,Hyundai Santro Xing XS,2003,85000,68300,Petrol,Manual,Third Owner
Hyundai,Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Automatic,First Owner
Hyundai,Hyundai i20 Magna Optional,2013,345000,40000,Diesel,Manual,First Owner
Maruti,Maruti Ignis 1.2 AMT,2019,570000,19000,Petrol,Automatic,Second Owner
Maruti,Maruti Wagon R VXI,2019,490000,10000,Petrol,Manual,First Owner
Tata,Tata Indigo CR4,2013,250000,100000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R AMT,2017,430000,20000,Petrol,Automatic,First Owner
Hyundai,Hyundai EON Era,2014,225000,35000,Petrol,Manual,First Owner
Mahindra,Mahindra Thar CRDe,2018,850000,15000,Diesel,Manual,Second Owner
Maruti,Maruti Ignis 1.2 AMT,2018,620000,15000,Petrol,Automatic,First Owner
Hyundai,Hyundai i20 Sportz 1.4,2014,440000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Vitara Brezza ZDi,2016,800000,70000,Diesel,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Manual,First Owner
Tata,Tata Indica Vista Quadrajet,2012,200000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,660000,80000,Diesel,Manual,First Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi,2015,450000,53000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Manual,Second Owner
Toyota,Toyota Innova 2.5 EV,2011,500000,121941,Diesel,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2016,350000,15000,Petrol,Manual,First Owner
Mahindra,Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Manual,First Owner
Renault,Renault Duster 85PS Diesel,2013,425000,152186,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Magna,2013,295000,82246,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI Optional,2016,540000,20000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,2017,754000,40000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 GX,2011,650000,89580,Diesel,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX,2011,550000,250000,Diesel,Manual,Second Owner
Toyota,Toyota Innova 2.5 V,2011,550000,250000,Diesel,Manual,Second Owner
Ford,Ford Figo 1.2P Titanium,2019,675000,2789,Petrol,Manual,First Owner
Ford,Ford Freestyle Titanium Plus,2018,700000,35278,Diesel,Manual,First Owner
Ford,Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2010,515000,200000,Diesel,Manual,First Owner
Mahindra,Mahindra KUV 100 G80,2018,450000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Manual,Third Owner
Toyota,Toyota Etios VXD,2011,350000,100000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Manual,First Owner
Maruti,Maruti 800 EX BSII,2003,55599,36088,Petrol,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.4,2014,420000,50000,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva GD,2012,315000,100000,Diesel,Manual,First Owner
Maruti,Maruti S-Cross 2017-2020 Alpha,2018,750000,40000,Diesel,Manual,First Owner
Datsun,Datsun GO T Option,2020,450000,10000,Petrol,Manual,First Owner
Maruti,Maruti Swift Vdi BSIII,2008,175000,60000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Active SX,2019,650000,10000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga ZDI Plus,2018,1050000,10000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2011,375000,35000,Diesel,Manual,Second Owner
Hyundai,Hyundai Santa Fe 2WD,2014,1100000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Manual,First Owner
Ford,Ford Figo Aspire 1.5,2017,620000,35000,Diesel,Manual,First Owner
Jeep,Jeep Compass 2.0 Limited,2017,1511000,32000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2003,135000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2011,375000,35000,Diesel,Manual,Second Owner
Renault,Renault KWID RXL,2019,320000,10000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W11 AT,2019,1650000,25000,Diesel,Automatic,Second Owner
Maruti,Maruti Alto K10 VXI,2016,320000,50000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire Zdi,2012,400000,129000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 AT W10,2015,900000,100000,Diesel,Automatic,Second Owner
Maruti,Maruti Alto 800 LXI,2018,310000,30000,Petrol,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron,2018,595000,28000,Petrol,Manual,Second Owner
Maruti,Maruti SX4 S Cross,2017,800000,60000,Diesel,Manual,First Owner
Mahindra,Mahindra Verito 1.6 G6,2013,350000,70000,Petrol,Manual,First Owner
Tata,Tata Indica Vista TDI,2013,275000,110000,Diesel,Manual,First Owner
Maruti,Maruti Eeco 5 Seater,2019,420000,10000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna CRDi SX,2008,250000,110000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Ldi BSIV,2007,250000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio VLX 2WD,2008,290000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2016,525000,60000,Petrol,Automatic,First Owner
Mahindra,Mahindra Scorpio LX 2.6,2008,250000,110000,Diesel,Manual,Third Owner
Hyundai,Hyundai Santro Xing XL,2007,90000,64000,Petrol,Manual,First Owner
Maruti,Maruti Celerio VXI,2017,430000,10000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Manual,First Owner
Tata,Tata Tigor 1.2 Revotron,2018,550000,23000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI,2019,630000,15000,Diesel,Manual,Second Owner
Mahindra,Mahindra TUV 300 Plus,2018,850000,20000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero SLX 2WD,2011,455000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero SLX 2WD,2011,445000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.4,2013,370000,80000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2016,500000,50000,Petrol,Manual,First Owner
Tata,Tata Indica DLS,2005,95000,50000,Diesel,Manual,Second Owner
Tata,Tata Indica Vista TDI,2012,140000,185000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VXI,2019,550000,40000,Petrol,Manual,First Owner
Renault,Renault KWID 1.0 RXT,2017,300000,30000,Petrol,Manual,First Owner
Tata,Tata Indigo CS eLX,2011,150000,120000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2011,229999,500000,Petrol,Manual,Second Owner
Mahindra,Mahindra Scorpio Intelli Hybrid,2017,880000,46000,Diesel,Manual,First Owner
Toyota,Toyota Fortuner 3.0 Diesel,2011,900000,120000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio S2 9,2015,720000,80000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.4,2016,550000,90000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio S2 9,2015,720000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro Xing XL,2006,70000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,2016,535000,70000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2015,320000,91000,Diesel,Manual,Third Owner
Hyundai,Hyundai i20 Sportz Option,2015,500000,90000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VDI,2014,525000,110000,Diesel,Manual,Second Owner
Renault,Renault KWID 1.0 RXT,2019,220000,90000,Petrol,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2018,350000,50000,Petrol,Manual,First Owner
Mahindra,Mahindra TUV 300 mHAWK100,2016,530000,60000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2013,215000,35000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,2012,335000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2015,320000,90000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel LXI,2011,135000,120000,Diesel,Manual,Second Owner
Maruti,Maruti A-Star Vxi,2009,175000,95000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Manual,First Owner
Tata,Tata Indica GLS BS,2007,78000,38000,Petrol,Manual,Second Owner
Honda,Honda City i VTEC,2014,565000,56000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 2015-2017 Sportz,2017,575000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2014,170000,70000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,2014,250999,30000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Manual,First Owner
Honda,Honda City i VTEC,2014,650000,60000,Petrol,Manual,First Owner
Tata,Tata Safari Storme EX,2013,550000,133000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 E,2010,650000,160000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W8 4WD,2013,800000,150000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,2020,250999,30000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2013,170000,60000,Petrol,Manual,Second Owner
Tata,Tata Indigo CS LE,2013,250000,30000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Enjoy Petrol LS,2014,312000,80000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2014,250000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2013,200000,80000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio S2 7,2016,670000,73000,Diesel,Manual,First Owner
Hyundai,Hyundai EON D Lite,2017,270000,50000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLX,2012,360000,200000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2018,630000,46000,Diesel,Manual,First Owner
Maruti,Maruti 800 EX BSII,2003,55599,36088,Petrol,Manual,First Owner
Mahindra,Mahindra Supro LX 8,2018,400000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.4,2014,420000,50000,Diesel,Manual,First Owner
Maruti,Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Manual,First Owner
Tata,Tata Hexa XT,2018,1575000,30000,Diesel,Manual,First Owner
Force,Force One SX ABS,2018,1050000,13000,Diesel,Manual,First Owner
Maruti,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Manual,First Owner
Maruti,Maruti SX4 S Cross,2017,650000,44000,Diesel,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi,2015,600000,63000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2017,610000,14000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 ZLX,2016,720000,35000,Diesel,Manual,First Owner
Tata,Tata Indigo eCS LS,2012,158000,110000,Diesel,Manual,Second Owner
Tata,Tata Indigo LS,2011,175000,85700,Diesel,Manual,Second Owner
Maruti,Maruti Ritz VDi,2010,217000,120000,Diesel,Manual,First Owner
Honda,Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva GD,2012,315000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2016,550000,35000,Diesel,Manual,First Owner
Maruti,Maruti Swift ZXI,2012,280000,70000,Petrol,Manual,Second Owner
Ford,Ford Classic 1.6 Duratec,2013,350000,90000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Manual,Second Owner
Maruti,Maruti Ciaz 1.4 Alpha,2017,810000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Manual,Third Owner
Chevrolet,Chevrolet Beat LT,2012,180000,60000,Petrol,Manual,First Owner
Maruti,Maruti Eeco 5 Seater,2010,160000,162000,Petrol,Manual,First Owner
Tata,Tata Nano XE,2017,66000,70000,Petrol,Manual,Third Owner
Maruti,Maruti Wagon R Stingray,2015,369000,20000,Petrol,Manual,Second Owner
Tata,Tata New Safari DICOR,2012,300000,80000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero PLUS AC,2008,350000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Asta Sunroof,2008,220000,120000,Petrol,Automatic,Second Owner
Chevrolet,Chevrolet Tavera B3 LT,2005,160000,220000,Diesel,Manual,First Owner
Maruti,Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Manual,Second Owner
Tata,Tata Zest Revotron 1.2,2017,400000,35000,Petrol,Manual,First Owner
Toyota,Toyota Camry V4 (MT),2004,250000,120000,Petrol,Manual,Second Owner
Maruti,Maruti Eeco 5 Seater,2012,190000,110000,Petrol,Manual,First Owner
Renault,Renault KWID RXT,2017,300000,60000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.4 Asta,2017,750000,27000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Manual,First Owner
Honda,Honda Amaze i-VTEC Privilege,2018,635000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2013,520000,88000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio S11 4WD,2020,1500000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2012,415000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai Elite i20 Diesel,2019,700000,60000,Diesel,Manual,First Owner
Maruti,Maruti Swift LXI,2017,484999,26000,Petrol,Manual,Second Owner
Ford,Ford Fiesta 1.4 Durasport,2007,120000,80000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,2014,220000,60000,Petrol,Manual,Second Owner
Hyundai,Hyundai i10 Magna,2014,320000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI,2011,375000,90000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,2012,440000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2,2019,550000,15000,Petrol,Automatic,First Owner
Maruti,Maruti Swift ZDI BSIV,2017,640000,35000,Diesel,Manual,Second Owner
Toyota,Toyota Etios GD,2014,420000,120000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi,2016,330000,63000,Diesel,Manual,Third Owner
Volkswagen,Volkswagen Ameo 1.5 TDI,2019,800000,25000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2011,240000,64500,Petrol,Manual,First Owner
Mahindra,Mahindra KUV 100 mFALCON,2016,360000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 CRDi,2017,750000,40000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Magna,2017,570000,15000,Petrol,Manual,Second Owner
Toyota,Toyota Etios Liva GD,2015,450000,25000,Diesel,Manual,First Owner
Maruti,Maruti Ritz LXi,2016,270000,82000,Petrol,Manual,Third Owner
Maruti,Maruti Ertiga VDI,2012,459999,87000,Diesel,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2015,240000,80000,Petrol,Manual,Second Owner
Renault,Renault Duster 110PS Diesel,2012,320000,110000,Diesel,Manual,Third Owner
Tata,Tata Manza Aura (ABS),2011,149000,148000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio S11 BSIV,2018,1500000,40000,Diesel,Manual,First Owner
Hyundai,Hyundai Accent Executive,2011,180000,70000,Petrol,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,2012,185000,70000,LPG,Manual,Second Owner
Maruti,Maruti 800 AC,2008,65000,40000,Petrol,Manual,Second Owner
Tata,Tata Indigo LX,2010,130000,120000,Diesel,Manual,First Owner
Ford,Ford Fiesta Classic 1.4,2012,330000,60000,Diesel,Manual,First Owner
Tata,Tata Manza Aura (ABS),2011,190000,90000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2014,501000,68000,Diesel,Manual,First Owner
Honda,Honda Amaze S i-DTEC,2017,600000,24500,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W8 4WD,2012,570000,77000,Diesel,Manual,Second Owner
Honda,Honda Amaze VX O,2015,450000,85000,Diesel,Manual,First Owner
Toyota,Toyota Etios 1.5 V,2011,285000,45500,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI,2014,490000,67000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2014,500000,77000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2016,275000,47000,Petrol,Manual,First Owner
Tata,Tata Tiago XT,2017,440000,57000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.4 Asta,2018,825000,71500,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva 1.4,2012,411000,110000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2013,470000,82000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI,2013,445000,70000,Diesel,Manual,Second Owner
Maruti,Maruti Baleno Zeta Diesel,2017,752000,28000,Diesel,Manual,First Owner
Skoda,Skoda Rapid 1.5 TDI,2016,650000,125000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VDI,2013,450000,67000,Diesel,Manual,Second Owner
Honda,Honda City 1.5 V,2011,350000,93500,Petrol,Manual,Third Owner
Maruti,Maruti Swift VVT VXI,2012,511000,8500,Petrol,Manual,First Owner
Maruti,Maruti Baleno Zeta 1.3,2016,700000,80000,Diesel,Manual,First Owner
Toyota,Toyota Innova Crysta 2.8,2016,1800000,30000,Diesel,Automatic,First Owner
Ford,Ford Figo Aspire 1.2,2018,550000,14200,Petrol,Manual,First Owner
Ford,Ford Fiesta 1.4 Duratec,2007,142000,97000,Petrol,Manual,First Owner
Tata,Tata New Safari DICOR,2012,725000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta,2017,630000,30000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 Sportz 1.2,2015,480000,50000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2016,330000,30000,Petrol,Manual,First Owner
Maruti,Maruti Gypsy King Soft,2017,500000,20000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Highline,2012,300000,60300,Diesel,Manual,First Owner
Tata,Tata Zest Quadrajet 1.3,2015,400000,35000,Diesel,Manual,First Owner
Tata,Tata Safari DICOR 2.2,2011,320000,80000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2008,180000,44391,Petrol,Manual,Second Owner
Maruti,Maruti Baleno Sigma 1.3,2016,530000,58000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 Special,2015,600000,40000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga SHVS ZDI,2017,780000,66000,Diesel,Manual,Second Owner
Honda,Honda City i DTec,2016,700000,110000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel,2013,175000,56315,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,735000,70000,Diesel,Manual,First Owner
